file,title,year,certainty
104184517,"Pleasant history of Poor Robin, the merry sadler of Walden - L.C.2809(25)",1820,
104184518,"Scots piper's queries, or, John Falkirk's cariches - L.C.2809(26)",1820,
104184519,"Groat's worth of wit for a penny, or, The interpretation of dreams, moles, &c. - L.C.2809(27)",1820,
104184520,"Particular account of the murder of Mr Thos. Weare, the trial of John Thurtell and Joseph Hunt and the execution of J. Thurtell - L.C.2809(28)",1824,
104184521,History of Buchaven [sic] in Fifeshire - L.C.2809(29),1823,
104184522,"Letter from Quebeck, in Canada, to M. L'Maine, a French officer - L.C.2809(3)",1755,
104184523,"Life of David Haggart who was executed at Edinburgh, 18th July, 1821, for the murder of the Dumfries jailor - L.C.2809(30)",1821,
104184524,Account of the last words of Christian Kerr - L.C.2809(5),1776,
104184525,"Last and great sermon, of the Rev Dr William Dodd - L.C.2809(7)",1777,
104184526,"Some ejaculations and dying words of the late Reverend Mr John Willison, late Minister of the Gospel at Dundee, or, His last words to his wife & children - L.C.2809(9)",1780,
104184527,Query in the Gospel Magazine for October M.DCC.LXXI [1783] - L.C.2809.(12),1783,
104184528,Cross of Christ the Christian's glory - L.C.2809.(4),1765,
104184529,"Door of salvation opened, or, A loud and shrill voice from heaven, to unregenerate sinners on earth - L.C.2809.(6)",1776,
104184530,"Preparation sermon, before receiving the Holy sacrament - L.C.2809.(8)",1780,uncertain
104184531,Tryal of Richard Francklin - L.C.2810(1),1731,
104184532,Ancient history of three bonnets - L.C.2810(10),1793,
104184533,"Vice punished, and virtue rewarded - L.C.2810(11)",1790,
104184534,"First and secood [sic] parts of the new proverbs on the pride of women, gr [sic], The vanity of women displayed, with their high heads, hoops, and gezies - L.C.2810(12)",1780,
104184535,Curious history on several occasions - L.C.2810(13),1790,
104184536,"Scotland's skaith, or, The history o' Will & Jean - L.C.2810(14)",1795,
104184537,Events & appearances of the present times - L.C.2810(15),1797,
104184538,Account of some strange apparitions had by a godly man in Kintyre - L.C.2810(2),1734,
104184539,"Strange and remarkable prophecies and predictions of the holy, learned and excellent James Usher, late Archbishop of Armaugh [sic] - L.C.2810(4)",1743,
104184540,Fight at Bothwel-Bridge - L.C.2810(5),1766,
104184541,"Grand history on curious subjects, both entertaining and pleasant - L.C.2810(7)",1793,
104184542,"History of the wits jubilee, or, The chearful companion - L.C.2810(8)",1793,
104184544,Wonderful prophecy by one called Nixon - L.C.2810.(3),1741,
104184545,"Last speech, and dying testimony, of the noble Marquiss of Argyle - L.C.2810.(6)",1780,
104184546,"Life and death of Tom Thumb, the little giant - L.C.2811(1)",1720,
104184547,"Whole prophecies of Scotland, England, Ireland, France, and Denmark - L.C.2811(10)",1800,
104184548,Monk and miller's wife - L.C.2811(11),1808,
104184549,Merry and entertaining history of the king and the cobler - L.C.2811(12),1811,
104184551,History of John Cheap the chapman - L.C.2811(13),1810,
104184552,"History of the seven wise masters, of Rome - L.C.2811(14)",1816,
104184553,"Exploits of wise Willy, and witty Eppie of Buckhaven - L.C.2811(15)",1818,
104184554,"Janet Clinker's oration, on the villanies of the old women, and the pride of the young - L.C.2811(16)",1820,
104184555,"Of the history and travels of Hector Maclean, late sailor - L.C.2811(2)",1771,
104184556,"Merry piper, or, The popish fryar & boy - L.C.2811(4)",1778,
104184557,"History of the life and sufferings, of the Reverend John Welch - L.C.2811(5)",1780,
104184558,Witty and entertaining exploits of George Buchannan - L.C.2811(6),1790,
104184559,"Whole prophecies of Scotland, England, Ireland, France, and Denmark - L.C.2811(7)",1781,
104184560,History of Jack and the giants - L.C.2811(8),1789,
104184561,History of Jack and the giants - L.C.2811(9),1795,
104184562,Sermon preached on a sacramental occasion - L.C.2811.(3),1771,
104184563,Four excellent new songs - L.C.2812(10),1780,
104184564,Four excellent new songs - L.C.2812(11),1780,
104184565,Four excellent new songs - L.C.2812(12),1780,
104184566,Four excellent new songs - L.C.2812(13),1780,
104184567,Factor's garland - L.C.2812(14),1780,
104184568,Four excellent new songs - L.C.2812(15),1780,
104184569,Excellent new song called The Cunnie's garland - L.C.2812(16),1780,
104184570,Two excellent new songs - L.C.2812(17),1780,
104184571,Captain Ward and the Rain-Bow - L.C.2812(18),1780,
104184572,Turkish lady - L.C.2812(19),1780,
104184573,Four excellent new songs - L.C.2812(2),1780,
104184574,Jamie and Nancy of Yarmouth's garland - L.C.2812(20),1780,
104184575,"Tragedy of, Jamie and Nancy of Yarmouth - L.C.2812(21)",1787,
104184576,Three excellent songs - L.C.2812(22),1780,
104184577,Three excellent new songs - L.C.2812(3),1780,
104184578,Three excellent new songs - L.C.2812(4),1780,
104184579,Three excellent new songs - L.C.2812(5),1780,
104184580,Four excellent new songs - L.C.2812(6),1780,
104184581,Four excellent new songs - L.C.2812(7),1782,
104184582,Four excellent new songs - L.C.2812(8),1780,
104184583,Five exccllent [sic] new songs - L.C.2812(9),1780,
104184584,Four excellent new songs - L.C.2812.(1),1780,
104184585,History and comical transactions of Lothian Tom - L.C.2813(1),1800,
104184586,Fairy tales - L.C.2813(10),1800,
104184587,Wife of Beith - L.C.2813(11),1800,
104184588,"Christian's pocket-book, or, A bundle of familiar exhortations to the practice of piety - L.C.2813(12)",1800,
104184589,Whole proceedings of Jockey and Maggy - L.C.2813(13),1803,
104184590,"Negro servant, an authentic and interesting narrative of a young Negro servant - L.C.2813(14)",1805,
104184591,Life and prophecies of the Reverend Mr Alexander Peden - L.C.2813(2),1799,
104184592,History of the life and death of fair Rosamond - L.C.2813(3),1800,
104184593,Ancient and modern history of Buck-haven in Fife-shire - L.C.2813(4),1800,
104184594,"Tragical history of Crazy Jane, and young Henry - L.C.2813(5)",1800,
104184595,Life and transactions of Mrs Jane Shore - L.C.2813(6),1800,
104184596,History of John Cheap the comical chapman - L.C.2813(7),1800,
104184597,"Coalman's courtship to a creel wife's daughter, or, A dialogue between an old woman and her son - L.C.2813(8)",1800,
104184598,"Full, and true account of that arrival and landing of Enoch that wonderful Roman prophet - L.C.2813(9)",1800,
104184599,Volunteer boys - L.C.2814(1),1815,
104184600,For a' that and a' that - L.C.2814(10),1815,
104184601,Highland laddie - L.C.2814(11),1815,
104184602,Irish wedding - L.C.2814(12),1815,
104184603,Calm dewy morning - L.C.2814(13),1815,
104184604,Maid & her barley - L.C.2814(14),1815,
104184605,Crazy Jane - L.C.2814(15),1815,
104184606,Soldiers dream - L.C.2814(16),1815,
104184607,Nothing like grog - L.C.2814(17),1815,
104184608,Bonny Barbara Allan - L.C.2814(18),1815,
104184609,Seven select songs - L.C.2814(19),1815,
104184610,"Most excellent song, called, The sodger's return - L.C.2814(2)",1815,
104184611,Haws of Cromdale - L.C.2814(20),1822,
104184612,Bonnie wood of Craigie lea - L.C.2814(21),1822,
104184613,Quite politely - L.C.2814(22),1815,
104184614,Her blue rollin e'e - L.C.2814(23),1822,
104184615,Two new songs - L.C.2814(24),1823,
104184616,Willie was a wanton wag - L.C.2814(25),1823,
104184617,Green grow the rashes - L.C.2814(26),1823,
104184618,Land in the ocean - L.C.2814(27),1823,
104184619,Cruel father - L.C.2814(28),1824,
104184620,Excellent collection of popular songs - L.C.2814(29),1815,
104184621,Way for to woo - L.C.2814(3),1817,
104184622,Excellent collection of popular songs - L.C.2814(30),1815,
104184623,Excellent collection of popular songs - L.C.2814(31),1815,
104184624,Excellent collection of popular songs - L.C.2814(32),1815,
104184625,Excellent collection of popular songs - L.C.2814(33),1815,
104184626,Excellent collection of popular songs - L.C.2814(34),1815,
104184627,Excellent popular ballad - L.C.2814(35),1815,
104184628,Excellent collection of popular songs - L.C.2814(36),1815,
104184629,Excellent collection of popular songs - L.C.2814(37),1815,
104184630,Excellent collection of popular songs - L.C.2814(38),1815,
104184631,Excellent collection of popular songs - L.C.2814(39),1815,
104184632,Collection of popular songs - L.C.2814(4),1815,
104184633,4 songs - L.C.2814(40),1815,
104184634,Land of the thistle - L.C.2814(5),1817,
104184635,Sprig of shilelah - L.C.2814(6),1817,
104184636,Birks of Aberfeldy - L.C.2814(7),1817,
104184637,Highland plaid - L.C.2814(8),1818,
104184638,"Clutha, wi' truest love I love thee, Jean - L.C.2814(9)",1818,
104184639,For a' that and a' that - L.C.2815(1),1818,
104184640,Jenny dang the weaver - L.C.2815(10),1820,
104184641,Banks of Forth - L.C.2815(11),1820,
104184642,Collection of popular songs - L.C.2815(12),1815,
104184643,"Willy Rilly, or, The constant lovers - L.C.2815(13)",1815,
104184644,Five popular songs - L.C.2815(14),1815,
104184645,Sair sair was my heart - L.C.2815(15),1815,
104184647,Sair sair was my heart - L.C.2815(16),1815,
104184648,Dugald MacTaggart - L.C.2815(17),1815,
104184649,Bonny Barbara Allan - L.C.2815(18),1815,
104184650,Fair Margaret's misfortunes - L.C.2815(19),1815,
104184651,"New song, to the tune of Cauld kail in Aberdeen - L.C.2815(2)",1818,
104184652,Collection of popular songs - L.C.2815(20),1815,
104184653,Peggy Bawn - L.C.2815(21),1815,
104184654,Mug of porter - L.C.2815(22),1821,
104184655,Old maids - L.C.2815(23),1821,
104184656,Travelling chapman - L.C.2815(24),1821,
104184657,General Abercrombie's Elegy - L.C.2815(25),1821,
104184658,Clydesdale wedding - L.C.2815(26),1822,
104184659,Braes o' Birniebouzle - L.C.2815(27),1823,
104184660,"Watty and Meg, or, The wife reformed - L.C.2815(28)",1823,
104184661,Gow's fareweel to whisky - L.C.2815(29),1823,
104184662,Tight little island - L.C.2815(3),1818,
104184663,Deil tak the wars - L.C.2815(30),1823,
104184664,Bonny Barbara Allan - L.C.2815(31),1823,
104184665,Banks o' the Devon - L.C.2815(32),1823,
104184666,Taste life's glad moments - L.C.2815(33),1823,
104184667,Tinker's cure for all conditions - L.C.2815(34),1823,
104184668,Broom of Cowdenknows - L.C.2815(35),1824,
104184669,Tibby Fowler - L.C.2815(36),1824,
104184670,O bonny lassie - L.C.2815(37),1824,
104184671,Queen Mary's lamentation - L.C.2815(38),1824,
104184672,Old woman clothed in Gray - L.C.2815(39),1825,
104184673,Last May a braw wooer - L.C.2815(4),1818,
104184674,Robin Aboon - L.C.2815(40),1825,
104184675,Tragedy of Sir James the Ross - L.C.2815(5),1819,
104184676,Come under my plaidie - L.C.2815(6),1819,
104184677,Lucy's flittin' - L.C.2815(7),1819,
104184678,Blackamoor in the wood - L.C.2815(8),1819,
104184679,Death of Nelson - L.C.2815(9),1819,
104184680,Four excellent new songs - L.C.2816(1),1800,
104184681,Collection of songs &c. - L.C.2816(10),1815,
104184682,Collection of songs &c. - L.C.2816(11),1815,
104184683,My bonnie Mary - L.C.2816(12),1815,
104184684,Collection of songs &c. - L.C.2816(13),1815,
104184685,Collection of songs &c. - L.C.2816(14),1815,
104184686,My bonnie Mary - L.C.2816(15),1815,
104184687,Collection of songs &c. - L.C.2816(16),1815,
104184688,Battle of Sheriff Muir - L.C.2816(17),1823,
104184689,Hallow fair - L.C.2816(18),1815,
104184690,Collection of songs &c. - L.C.2816(19),1815,
104184691,O will I come - L.C.2816(2),1818,
104184692,Catharine Ogie - L.C.2816(20),1815,
104184693,Drucken wife o' Gallowa - L.C.2816(21),1815,
104184694,Death of Wolfe - L.C.2816(22),1815,
104184695,Hero of Ballinacrazy - L.C.2816(23),1823,
104184696,This is no my ain lassie - L.C.2816(24),1823,
104184697,"York, you're wanted - L.C.2816(25)",1823,
104184698,Collection of popular songs - L.C.2816(26),1815,
104184699,Wellington's address - L.C.2816(27),1824,
104184700,Ellen More - L.C.2816(28),1824,
104184701,Tibby Fowler - L.C.2816(29),1824,
104184702,Most choice collection of popular songs - L.C.2816(3),1815,
104184703,Maggy Lauther - L.C.2816(30),1824,
104184704,O that I had ne'er been married - L.C.2816(31),1825,
104184705,Excellent collection of popular songs - L.C.2816(32),1815,
104184706,"Mary, O - L.C.2816(4)",1819,
104184707,Child of a tar - L.C.2816(5),1819,
104184708,Waes me for Prince Charly - L.C.2816(6),1820,
104184709,Excellent collection of popular songs - L.C.2816(7),1815,
104184710,Collection of songs &c. - L.C.2816(8),1815,
104184711,Highland laddie - L.C.2816(9),1815,
104184712,Duke of Gordon's daughters - L.C.2817(1),1815,
104184713,Excellent collection of popular songs - L.C.2817(10),1815,
104184714,Bessy Bell & Mary Gray - L.C.2817(11),1818,
104184715,Robin Adair - L.C.2817(12),1818,
104184716,Garb of old Gaul - L.C.2817(13),1818,
104184717,Collection of popular songs - L.C.2817(14),1815,
104184718,Collection of popular songs - L.C.2817(15),1815,
104184719,Lass of Ballochmyle - L.C.2817(16),1819,
104184720,Dinna think bonny lassie - L.C.2817(17),1819,
104184721,Louden's bonny woods and braes - L.C.2817(18),1819,
104184722,Battle of Roslin - L.C.2817(19),1820,
104184723,Scots medley - L.C.2817(2),1817,
104184724,"Cruel father, or, The loyal lover's downfal - L.C.2817(20)",1820,
104184725,Highland laddie - L.C.2817(21),1820,
104184726,Crazy Jane - L.C.2817(22),1820,
104184727,Ladies' amusements - L.C.2817(23),1820,
104184728,Catherine Ogie - L.C.2817(24),1820,
104184729,I had a horse - L.C.2817(25),1820,
104184730,Now westlin winds - L.C.2817(26),1820,
104184731,Braes of Birniebouzle - L.C.2817(27),1820,
104184732,Plowman's ditty - L.C.2817(28),1820,
104184733,Collection of popular songs - L.C.2817(29),1820,
104184734,Land of the thistle - L.C.2817(3),1817,
104184735,Braes of Yarrow - L.C.2817(30),1820,
104184736,New way of The soldier's return - L.C.2817(31),1822,
104184737,Down the burn Davie - L.C.2817(32),1823,
104184738,Highland plaid - L.C.2817(33),1815,
104184739,Come under my plaidie - L.C.2817(34),1815,
104184740,Tarry woo - L.C.2817(35),1815,
104184741,March to the battle field - L.C.2817(36),1815,
104184742,Select collection No. XXVIII - L.C.2817(37),1815,
104184743,Collection of popular songs - L.C.2817(38),1815,
104184744,Birks of Invermay - L.C.2817(39),1815,
104184745,Hawthorn - L.C.2817(4),1817,
104184746,Select collection No. XXX - L.C.2817(40),1815,
104184747,Collection of songs &c - L.C.2817(41),1815,
104184748,Collection of songs &c. - L.C.2817(42),1815,
104184749,Two orphans - L.C.2817(43),1815,
104184750,Life and death of fair Rosamond - L.C.2817(44),1815,
104184751,Gibby and the ghaist - L.C.2817(45),1820,
104184752,Young Gregor's ghost - L.C.2817(46),1815,
104184753,"Satan's decoy, or, The youth's faith in Christ - L.C.2817(47)",1815,
104184754,Battle of Bannockburn - L.C.2817(48),1815,
104184755,"Magic pill, or, Davie and Bess - L.C.2817(49)",1810,
104184756,"Mill, mill, o - L.C.2817(5)",1817,
104184757,Braes o' Bowhither - L.C.2817(6),1817,
104184758,Braes of Balquither - L.C.2817(7),1817,
104184759,"Jessy, the flower o' Dunblane - L.C.2817(8)",1817,
104184760,Excellent collection of popular songs - L.C.2817(9),1815,
104184761,Memoirs of Mrs. Harriet Newell - L.C.2817.A(1),1828,
